,RegionName,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
1043,Great Neck,NY,New York-Newark-Jersey City,Nassau County,1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4450.0,4575.0,4595.0,4495.0,4400.0,4500.0,4700.0,4650.0,4800.0,4700.0,4625.0,4400.0,4400.0,4400.0,4725.0,4500.0,4300.0,4300.0,4400.0,4600.0,4500.0,4500.0,4600.0,4850.0,4850.0,4575.0,4825.0,4500.0,4300.0,4500.0,4700.0,4475.0,4650.0,4700.0,4700.0,4650.0,4650.0
1044,Lutherville Timonium,MD,Baltimore-Columbia-Towson,Baltimore County,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,2150.0,2100.0,2000.0,2000.0,2125.0,2050.0,2200.0,2025.0,2000.0,2100.0,2025.0,2000.0,2000.0,2000.0,2000.0,2025.0,2100.0,2100.0,2200.0,2150.0,2050.0,2000.0,2000.0,2000.0,2000.0,2150.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2100.0,2200.0
1045,Oakley,CA,San Francisco-Oakland-Hayward,Contra Costa County,1046,,,,,,,,,,,,,,1695.0,1750.0,1995.0,1750.0,1600.0,1600.0,1650.0,1695.0,1650.0,1650.0,1650.0,1649.0,1725.0,1650.0,1700.0,1750.0,1750.0,1700.0,1700.0,1750.0,1750.0,1750.0,1837.0,1849.5,1850.0,1835.0,1869.0,1850.0,1800.0,1795.0,1750.0,1795.0,1829.0,1875.0,1850.0,1750.0,1775.0,1750.0,1750.0,1750.0,1750.0,1795.0,1750.0,1829.0,1775.0,1800.0,1829.0,1887.5,1900.0,1950.0,1875.0,1850.0,1875.0,1875.0,1975.0,2000.0,1999.0,1887.5,1950.0,1967.5,1985.0,2015.0,2000.0,2100.0,2000.0,1885.0,1950.0,1875.0,1950.0,2015.0,2000.0,2100.0,2000.0,2125.0,2120.0,2000.0,2150.0,2250.0,2100.0,2150.0,2295.0,2200.0,2197.5,2172.5,2200.0,2200.0,2200.0,2175.0,2200.0,2290.0,2275.0,2300.0,2245.0,2275.0,2350.0,2325.0,2295.0,2395.0,2200.0,2250.0,2297.5,2300.0,2400.0,2350.0,2350.0,2300.0,2200.0
1046,Nottingham,MD,Baltimore-Columbia-Towson,Baltimore County,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.0,1600.0,1600.0,1600.0,1650.0,1600.0,1600.0,1700.0,1700.0,1700.0,1700.0,1650.0,1600.0,1672.5,1695.0,1650.0,1612.5,1650.0,1650.0,1625.0,1600.0,1675.0,1750.0,1690.0,1650.0,1700.0,1695.0,1700.0,1750.0,1750.0,1795.0,1712.5,1750.0,1699.0,1712.5,1685.0
1047,Waianae,HI,Urban Honolulu,Honolulu County,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,2200.0,2100.0,2300.0,2050.0,2000.0,2150.0,2000.0,2250.0,2200.0,2200.0,2150.0,2200.0,2200.0
1048,Hallandale,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925.0,1875.0,2000.0,1919.0,2000.0,1999.0,1990.0,1850.0,1850.0,1825.0,1850.0,1850.0,1999.0,2000.0,2125.0,2000.0,2000.0,1895.0,1850.0,2000.0,2050.0,2100.0,2100.0,2200.0,2100.0,2100.0,2000.0,2200.0,2050.0,2100.0,2250.0,2125.0,2100.0,2100.0,2250.0
1049,Rock Island,IL,Davenport-Moline-Rock Island,Rock Island County,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.0,795.0,795.0,850.0,850.0,800.0,850.0,850.0,825.0,850.0,815.0,850.0,825.0,875.0,775.0,900.0,897.5,900.0,875.0,900.0,925.0,925.0,885.0,875.0,850.0,800.0,800.0,800.0,800.0,800.0,850.0,885.0,862.5,937.5
1050,Saratoga Springs,NY,Albany-Schenectady-Troy,Saratoga County,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,2550.0,2797.5,2500.0,2200.0,2200.0,1925.0,1972.5,2000.0,2100.0,2200.0,2500.0,2400.0,2500.0,2500.0,2500.0,2400.0,2225.0,2000.0,2000.0,2000.0,2000.0,2150.0,2250.0,2250.0,2500.0,2400.0,2250.0,2200.0,2000.0,1872.5,1850.0,1972.5
1051,Fairborn,OH,Dayton,Greene County,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.0,900.0,925.0,950.0,900.0,895.0,837.5,912.5,862.5,875.0,797.5,795.0,812.5,875.0,950.0,825.0,885.0,922.5,900.0,885.0,800.0,825.0,850.0,872.5,850.0,830.0,852.5,872.5,895.0,897.5,900.0,850.0,850.0
1052,Duncanville,TX,Dallas-Fort Worth-Arlington,Dallas County,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,1312.5,1300.0,1295.0,1350.0,1350.0,1312.5,1300.0,1325.0,1337.5,1350.0,1395.0,1395.0,1395.0,1395.0,1395.0,1350.0,1350.0,1400.0,1400.0,1400.0,1425.0,1400.0,1399.0,1350.0,1445.0,1375.0,1375.0,1395.0,1499.0,1525.0,1500.0,1495.0,1497.5
1053,Fairburn,GA,Atlanta-Sandy Springs-Roswell,Fulton County,1054,,,,,,,,,,,,,,,,,,,1195.0,1050.0,1045.0,1000.0,1050.0,1100.0,1050.0,1097.5,1100.0,1100.0,1100.0,1100.0,1095.0,1050.0,1100.0,1095.0,1050.0,1050.0,1095.0,1095.0,1100.0,1150.0,1195.0,1150.0,1100.0,1150.0,1150.0,1150.0,1050.0,1100.0,1100.0,1137.5,1117.5,1110.0,1150.0,1189.0,1137.5,1150.0,1137.5,1100.0,1100.0,1100.0,1100.0,1200.0,1250.0,1225.0,1175.0,1200.0,1200.0,1225.0,1200.0,1200.0,1200.0,1212.5,1262.5,1200.0,1250.0,1200.0,1247.5,1187.5,1200.0,1200.0,1200.0,1195.0,1195.0,1200.0,1250.0,1295.0,1300.0,1375.0,1350.0,1339.5,1355.0,1350.0,1352.5,1300.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1395.0,1395.0,1400.0,1367.5,1400.0,1417.5,1417.5,1495.0,1470.0,1495.5,1500.0,1575.0,1495.0,1545.0,1485.0,1497.5,1400.0,1495.0,1545.0,1499.0
1054,Greenacres,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,1055,,,,,,,,,,,,,,,,,,1375.0,1300.0,1450.0,1500.0,1450.0,1350.0,1350.0,1350.0,1495.0,1475.0,1400.0,1400.0,1495.0,1450.0,1350.0,1312.5,1285.0,1300.0,1295.0,1300.0,1300.0,1350.0,1300.0,1400.0,1400.0,1450.0,1492.5,1500.0,1550.0,1562.5,1600.0,1610.0,1600.0,1600.0,1500.0,1450.0,1450.0,1450.0,1500.0,1500.0,1500.0,1500.0,1550.0,1585.0,1550.0,1562.5,1650.0,1650.0,1600.0,1587.5,1567.0,1500.0,1509.5,1575.0,1575.0,1600.0,1600.0,1500.0,1500.0,1500.0,1600.0,1500.0,1500.0,1600.0,1550.0,1550.0,1500.0,1550.0,1600.0,1500.0,1550.0,1600.0,1650.0,1550.0,1600.0,1625.0,1600.0,1600.0,1600.0,1550.0,1600.0,1650.0,1700.0,1625.0,1750.0,1800.0,1750.0,1670.0,1675.0,1629.0,1600.0,1600.0,1700.0,1750.0,1785.0,1750.0,1682.0,1650.0,1750.0,1750.0,1750.0,1795.0,1750.0
1055,La Quinta,CA,Riverside-San Bernardino-Ontario,Riverside County,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,4000.0,4000.0,3750.0,3500.0,3500.0,3500.0,3555.0,3900.0,3900.0,3900.0,3995.0,3900.0,4500.0,4500.0,4500.0,3900.0,3500.0,3650.0,3800.0,4000.0,4000.0,4500.0,4500.0
1056,Palmetto,FL,North Port-Sarasota-Bradenton,Manatee County,1057,,,,,,,,,,,,,,,,,,,,,,,1422.5,1475.0,1485.0,1385.0,1485.0,1400.0,1400.0,1325.0,1325.0,1300.0,1400.0,1400.0,1450.0,1475.0,1400.0,1425.0,1495.0,1500.0,1475.0,1482.5,1462.5,1490.0,1459.0,1450.0,1485.0,1495.0,1462.5,1462.5,1475.0,1475.0,1500.0,1472.5,1500.0,1497.5,1485.0,1495.0,1499.5,1495.0,1495.0,1500.0,1495.0,1550.0,1475.0,1535.0,1575.0,1550.0,1575.0,1589.5,1600.0,1577.0,1575.0,1579.0,1635.0,1579.0,1595.0,1550.0,1575.0,1584.5,1650.0,1500.0,1579.0,1500.0,1595.0,1600.0,1650.0,1650.0,1625.0,1647.5,1625.0,1612.5,1625.0,1675.0,1700.0,1697.5,1695.0,1692.5,1690.0,1670.0,1695.0,1695.0,1650.0,1695.0,1680.0,1675.0,1700.0,1657.5,1700.0,1737.5,1735.0,1755.0,1797.0,1765.0,1750.0,1750.0,1750.0,1750.0,1730.0,1799.5
1057,Chester Township,PA,Philadelphia-Camden-Wilmington,Delaware County,1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.0,987.5,1050.0,1050.0,1000.0,950.0,980.0,950.0,925.0,900.0,900.0,900.0,950.0,950.0,937.5,950.0,1000.0,975.0,975.0,950.0,975.0,997.5,1000.0,1000.0,1050.0,975.0,1112.5,1100.0,1050.0,1095.0,1025.0,985.0,985.0,1100.0,1100.0
1058,Brownsburg,IN,Indianapolis-Carmel-Anderson,Hendricks County,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.0,1350.0,1325.0,1325.0,1350.0,1395.0,1395.0,1395.0,1410.0,1390.0,1350.0,1325.0,1362.5,1325.0,1395.0,1445.0,1450.0,1447.5,1397.5,1350.0,1395.0,1515.0,1437.5,1445.0,1350.0,1375.0,1422.5,1507.5,1497.5,1450.0,1517.5,1495.0,1489.5,1495.0,1472.5,1415.0
1059,Ocoee,FL,Orlando-Kissimmee-Sanford,Orange County,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,1262.5,1297.5,1425.0,1612.5,1450.0,1395.0,1395.0,1450.0,1595.0,1450.0,1400.0,1472.5,1495.0,1395.0,1450.0,1450.0,1475.0,1499.5,1495.0,1522.5,1495.0,1519.0,1497.5,1450.0,1450.0,1395.0,1450.0,1550.0,1525.0,1550.0,1550.0,1550.0,1500.0,1562.5,1572.5,1550.0,1500.0,1537.5,1485.0,1495.0,1499.5,1550.0,1575.0,1595.0,1600.0,1550.0,1637.5,1595.0,1600.0,1675.0,1550.0,1550.0,1550.0,1574.5,1472.5,1500.0,1425.0,1612.0,1650.0,1649.5,1684.5,1750.0,1685.0,1650.0,1650.0,1695.0,1695.0,1677.0,1700.0,1750.0,1795.0,1800.0,1797.5,1845.0,1862.5,1699.5,1795.0,1750.0,1750.0,1797.5,1700.0,1850.0,1799.5,1895.0,1950.0,1995.0,1937.5,1900.0,1884.0,1772.5,1797.5,1795.0,1750.0
1060,Boerne,TX,San Antonio-New Braunfels,Kendall County,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850.0,1850.0,1850.0,1850.0,1850.0,1895.0,1850.0,1800.0,1775.0,1775.0,1800.0,1850.0,1850.0,1850.0,1850.0,1800.0,1800.0,1825.0,1850.0,1862.5,1850.0,1850.0,1800.0,1800.0,1800.0,1987.5,1985.0,1875.0,1850.0,1925.0,1987.5,1985.0,1975.0,1950.0,1950.0,1997.5
1061,Hurst,TX,Dallas-Fort Worth-Arlington,Tarrant County,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525.0,1500.0,1600.0,1600.0,1550.0,1475.0,1707.5,1595.0,1600.0,1650.0,1650.0,1600.0,1600.0,1620.0,1597.5,1650.0,1699.5,1785.0,1647.5,1600.0,1637.5,1825.0,1735.0,1800.0,1800.0
1062,Dunnellon,FL,Ocala,Marion County,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1000.0,1100.0,950.0,1075.0,1125.0,1200.0,1280.0,1200.0,1125.0,1100.0,1100.0,1150.0,1100.0,1100.0,1100.0,1200.0,1200.0,1195.0,1100.0,1100.0,1100.0,1250.0,1312.5,1150.0,1225.0,1200.0,1200.0,1250.0,1200.0,1150.0,1200.0,1125.0
1063,Englewood,CO,Denver-Aurora-Lakewood,Arapahoe County,1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,1900.0,1950.0,2025.0,1962.5,2000.0,1900.0,1900.0,1900.0,1995.0,1950.0,1825.0,1950.0,1950.0,2000.0,2000.0,2200.0,2200.0,2097.0,2000.0,2095.0,1972.5,1995.0,2000.0,2000.0,2000.0,2099.0,2175.0,2100.0,2000.0,2050.0,2000.0,2000.0,2000.0,2000.0,2125.0
1064,Leavenworth,KS,Kansas City,Leavenworth County,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,1050.0,1100.0,1200.0,1150.0,1237.5,1250.0,1050.0,995.0,1145.0,1000.0,1000.0,975.0,900.0,950.0,960.0,912.5,1000.0,1050.0,1025.0,972.5,925.0,900.0,1000.0,1000.0
1065,Alamogordo,NM,Alamogordo,Otero County,1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,1000.0,1000.0,1100.0,1200.0,1200.0,1175.0,1000.0,1100.0,1050.0,1200.0,1300.0,1200.0,1245.0,1200.0,1150.0,1200.0,1112.5,1212.5,1100.0,1100.0,1112.5,1000.0,1000.0,1000.0,1050.0
1066,Northglenn,CO,Denver-Aurora-Lakewood,Adams County,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812.5,1875.0,1895.0,1895.0,1895.0,1850.0,1900.0,1950.0,1925.0,1897.5,1905.0,1895.0,1925.0,1912.5,1900.0,1875.0,1850.0,1850.0,1800.0,1850.0,1895.0,1845.0,1900.0,1895.0,1950.0,1900.0,1950.0,1950.0,1975.0,1995.0,1972.5,1925.0
1067,Friendswood,TX,Houston-The Woodlands-Sugar Land,Galveston County,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.0,1650.0,1837.5,1850.0,1800.0,1750.0,1647.5,1615.0,1650.0,1575.0,1647.5,1650.0,1650.0,1600.0,1675.0,1600.0,1650.0,1650.0,1785.0,1700.0,1697.5,1600.0,1625.0,1675.0,1775.0,1712.5,1750.0,1800.0,1812.5,1700.0,1725.0,1694.5,1700.0,1700.0,1700.0,1750.0
1068,Lincoln Park,MI,Detroit-Warren-Dearborn,Wayne County,1069,,,,,,,,,,,,,,,,,,,,,,800.0,800.0,825.0,800.0,825.0,825.0,850.0,850.0,825.0,825.0,825.0,799.0,800.0,837.5,850.0,837.5,800.0,825.0,825.0,825.0,850.0,862.5,812.5,850.0,850.0,850.0,850.0,837.5,850.0,850.0,850.0,850.0,850.0,800.0,850.0,875.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,895.0,850.0,850.0,900.0,900.0,892.5,875.0,900.0,880.0,875.0,887.5,850.0,900.0,900.0,850.0,850.0,897.5,850.0,862.5,862.5,900.0,900.0,925.0,900.0,900.0,900.0,900.0,900.0,899.5,899.0,875.0,900.0,912.5,900.0,937.5,900.0,900.0,950.0,950.0,900.0,950.0,925.0,900.0,900.0,900.0,900.0,925.0,905.0,950.0,950.0,949.5,950.0,950.0,950.0
1069,Rohnert Park,CA,Santa Rosa,Sonoma County,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3025.0,3100.0,3400.0,3200.0,3100.0,2950.0,2875.0,2895.0,2800.0,3000.0,3050.0,3200.0,3200.0,3200.0,3200.0,3100.0,3000.0,3000.0,2900.0,2850.0,2900.0
1070,Hilton Head Island,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort County,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750.0,2750.0,2700.0,2500.0,2350.0,2400.0,2487.5,2500.0,2500.0,2600.0,2600.0,2675.0,2500.0,2500.0,2587.5,2500.0,2500.0,2362.5,2400.0,2500.0
1071,Huber Heights,OH,Dayton,Montgomery County,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.5,912.5,895.0,820.0,730.0,690.0,720.0,702.5,710.0,730.0,745.0,750.0,745.0,800.0,800.0,892.5,882.5,905.0,850.0,812.5,850.0,815.0,800.0,825.0,850.0,800.0,850.0,850.0,800.0,840.0,852.5,850.0,872.5,825.0,850.0,825.0,850.0,855.0,800.0,850.0,882.5,895.0,875.0,950.0,900.0,900.0,857.5,875.0,850.0,875.0,945.0,995.0,915.0,925.0,900.0,840.0,830.0,835.0,785.0,842.5,892.5,895.0,980.0,1075.0,1040.0,995.0,970.0,1025.0,1000.0,1015.0,1047.5,990.0
1072,Copperas Cove,TX,Killeen-Temple,Coryell County,1073,,,,,,,,,,,,,,,,,,,850.0,800.0,850.0,850.0,860.0,950.0,995.0,995.0,950.0,922.5,962.5,995.0,1095.0,950.0,950.0,935.0,1000.0,950.0,950.0,795.0,850.0,895.0,900.0,935.0,900.0,895.0,850.0,850.0,850.0,875.0,875.0,895.0,895.0,900.0,925.0,945.0,945.0,900.0,885.0,885.0,895.0,895.0,875.0,895.0,900.0,940.0,900.0,895.0,900.0,900.0,895.0,850.0,850.0,825.0,825.0,850.0,850.0,900.0,850.0,895.0,875.0,945.0,875.0,925.0,875.0,950.0,895.0,890.0,895.0,895.0,925.0,925.0,925.0,925.0,975.0,925.0,895.0,900.0,899.0,895.0,875.0,900.0,900.0,900.0,875.0,875.0,912.5,900.0,900.0,895.0,895.0,895.0,935.0,995.0,922.5,925.0,1025.0,975.0,950.0,950.0,925.0,900.0
1073,Converse,TX,San Antonio-New Braunfels,Bexar County,1074,,,,,,,,,,,,,,1075.0,1100.0,1100.0,1150.0,1150.0,1125.0,1100.0,1100.0,1050.0,1050.0,1100.0,1097.5,1095.0,1100.0,1085.0,1100.0,1197.5,1197.5,1150.0,1100.0,1100.0,1175.0,1137.5,1080.0,1150.0,1195.0,1199.0,1150.0,1150.0,1195.0,1200.0,1195.0,1175.0,1195.0,1195.0,1185.0,1150.0,1195.0,1195.0,1200.0,1250.0,1250.0,1247.5,1195.0,1195.0,1200.0,1200.0,1200.0,1225.0,1240.0,1225.0,1250.0,1250.0,1250.0,1300.0,1250.0,1200.0,1225.0,1225.0,1197.5,1200.0,1250.0,1275.0,1250.0,1295.0,1254.5,1350.0,1285.0,1295.0,1275.0,1212.5,1295.0,1295.0,1300.0,1300.0,1300.0,1325.0,1350.0,1350.0,1300.0,1325.0,1295.0,1295.0,1300.0,1300.0,1322.5,1350.0,1350.0,1350.0,1375.0,1395.0,1395.0,1392.5,1370.0,1375.0,1395.0,1390.0,1400.0,1425.0,1407.5,1420.0,1400.0,1400.0,1400.0,1397.0,1400.0,1395.0
1074,Claremont,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750.0,2750.0,2750.0,2775.0,2800.0,2627.5,2700.0,2600.0,2600.0,2725.0,2750.0,2900.0,2900.0,2750.0,2597.5,2585.0,2700.0,2675.0,2675.0,2572.5
1075,Altadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850.0,2700.0,2600.0,2595.0,2662.5,2800.0,2837.5,2800.0,2900.0,3125.0,3197.5,3195.0,2995.0,3200.0,3300.0
1076,Laramie,WY,Laramie,Albany County,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,1100.0,1000.0,1125.0,1200.0,1200.0,1200.0,1100.0,1200.0,1100.0,1080.0,1125.0,1200.0
1077,Sulphur,LA,Lake Charles,Calcasieu Parish,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.5,1450.0,1500.0,1525.0,1350.0,1500.0,1650.0,1650.0,1397.5,1300.0,1450.0,1400.0,1380.0,1340.0,1472.5,1487.5,1450.0,1450.0,1400.0,1400.0,1300.0,1300.0,1200.0,1200.0
1078,East Point,GA,Atlanta-Sandy Springs-Roswell,Fulton County,1079,,,,,,,,,,,,,,,,,862.5,875.0,850.0,850.0,850.0,830.0,800.0,825.0,850.0,800.0,800.0,792.5,850.0,850.0,862.5,850.0,850.0,825.0,800.0,839.0,850.0,849.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,875.0,850.0,850.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,850.0,850.0,895.0,895.0,850.0,847.5,897.5,895.0,900.0,897.5,900.0,895.0,885.0,895.0,885.0,912.5,950.0,900.0,925.0,950.0,950.0,915.0,925.0,1000.0,920.0,900.0,925.0,925.0,950.0,1000.0,995.0,950.0,955.0,995.0,990.0,992.5,995.0,995.0,995.0,975.0,975.0,995.0,997.5,1025.0,1039.5,1100.0,1100.0,1150.0,1100.0,1100.0,1150.0,1088.5,1149.5,1100.0,1099.5,1099.0,1100.0,1172.5,1280.0,1350.0,1200.0,1200.0,1259.0,1295.0,1295.0
1079,Oro Valley,AZ,Tucson,Pima County,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.5,1972.5,1950.0,1950.0,2000.0,1850.0,1750.0,1800.0,1995.0,1962.5,1975.0,1750.0,1800.0,1825.0,1900.0,1850.0,1825.0,1897.5,1972.5,1865.0,1912.5,1850.0,2000.0,2000.0,2025.0,2050.0
1080,Cedar Falls,IA,Waterloo-Cedar Falls,Black Hawk County,1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,1240.0,1240.0,1250.0,1150.0,1200.0,1200.0,1202.5,1260.0,1255.0,1250.0,1250.0,1240.0,1250.0,1245.0,1240.0,1200.0,1300.0,1250.0,1300.0,1355.0,1355.0,1350.0,1310.0,1240.0,1300.0,1300.0,1300.0,1220.0,1200.0,1245.0,1200.0,1297.5,1400.0,1400.0,1350.0
1081,Tucker,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335.0,1350.0,1499.0,1500.0,1470.0,1650.0,1597.5,1500.0,1574.5,1599.5,1600.0,1500.0,1495.0,1397.5,1450.0,1500.0,1550.0,1572.5,1600.0,1650.0,1600.0,1695.0,1695.0,1600.0,1600.0,1675.0,1572.5,1595.0,1595.0,1597.5,1625.0,1650.0,1650.0,1650.0,1650.0,1625.0
1082,Buffalo Grove,IL,Chicago-Naperville-Elgin,Lake County,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225.0,2200.0,2200.0,2400.0,2200.0,2150.0,2300.0,2250.0,2250.0,2125.0,2100.0,2197.5,2200.0,2175.0,2250.0,2275.0,2250.0,2250.0,2300.0,2275.0,2200.0,2195.0,2100.0,1962.5,2000.0,2050.0,2200.0,2180.0,2200.0,2225.0,2350.0,2197.5,2240.0,2200.0,2200.0,2175.0
