,RegionName,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
1217,Flowery Branch,GA,Gainesville,Hall County,1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,1397.5,1390.5,1450.0,1449.0,1425.0,1395.0,1395.0,1395.0,1385.0,1400.0,1597.5,1650.0,1785.0,1675.0,1560.0,1550.0,1505.0,1497.0,1500.0,1500.0,1500.0,1450.0,1500.0,1595.0,1595.0,1600.0,1575.0,1550.0,1525.0,1695.0,1650.0,1642.5
1218,Cooper City,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,1219,,,,,,,,,,,,,,2100.0,2100.0,2200.0,2100.0,2200.0,2200.0,2200.0,2200.0,2100.0,2100.0,2100.0,2100.0,2197.5,2090.0,2100.0,2200.0,2100.0,2200.0,2200.0,2400.0,2300.0,2100.0,2075.0,2200.0,2150.0,2200.0,2300.0,2300.0,2300.0,2300.0,2300.0,2350.0,2300.0,2300.0,2275.0,2250.0,2200.0,2200.0,2225.0,2300.0,2400.0,2475.0,2400.0,2395.0,2350.0,2450.0,2400.0,2450.0,2350.0,2400.0,2362.5,2400.0,2350.0,2350.0,2450.0,2425.0,2400.0,2400.0,2450.0,2450.0,2500.0,2425.0,2472.5,2400.0,2400.0,2375.0,2400.0,2275.0,2450.0,2225.0,2350.0,2400.0,2400.0,2400.0,2450.0,2450.0,2500.0,2500.0,2540.0,2600.0,2520.0,2500.0,2500.0,2500.0,2480.0,2449.5,2525.0,2550.0,2550.0,2617.5,2500.0,2500.0,2450.0,2500.0,2500.0,2400.0,2400.0,2500.0,2500.0,2575.0,2700.0,2450.0,2500.0,2400.0,2412.5,2475.0,2450.0
1219,Golden Glades,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,1350.0,1300.0,1300.0,1300.0,1350.0,1350.0,1272.5,1250.0,1350.0,1362.5,1425.0,1370.0,1300.0,1300.0,1350.0,1397.5,1350.0,1300.0,1300.0,1300.0,1300.0,1300.0,1295.0,1300.0,1400.0,1400.0,1349.0,1394.5,1375.0,1350.0,1382.5,1350.0,1322.5,1250.0,1200.0,1200.0,1325.0,1350.0,1225.0,1300.0,1350.0,1400.0
1220,San Dimas,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2425.0,2525.0,2572.5,2450.0,2500.0,2600.0,2597.5,2400.0,2400.0,2400.0,2375.0,2295.0,2475.0,2472.5,2450.0,2450.0,2450.0,2475.0,2600.0,2450.0,2600.0,2500.0,2550.0,2497.5,2350.0,2550.0,2750.0,2600.0,2395.0,2445.0,2595.0,2500.0,2747.5,2650.0,2700.0
1221,Tarpon Springs,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,1222,,,,,,,,,1600.0,1575.0,1575.0,1600.0,1450.0,1462.5,1300.0,1350.0,1325.0,1300.0,1300.0,1300.0,1200.0,1200.0,1285.0,1350.0,1397.5,1400.0,1300.0,1200.0,1272.5,1250.0,1400.0,1395.0,1400.0,1395.0,1395.0,1400.0,1450.0,1395.0,1350.0,1400.0,1385.0,1400.0,1400.0,1450.0,1450.0,1499.5,1495.0,1600.0,1595.0,1500.0,1500.0,1500.0,1562.5,1500.0,1512.5,1471.0,1475.0,1500.0,1500.0,1500.0,1537.5,1550.0,1600.0,1497.5,1600.0,1500.0,1600.0,1575.0,1500.0,1665.0,1612.5,1600.0,1585.0,1500.0,1560.0,1500.0,1475.0,1500.0,1500.0,1400.0,1600.0,1600.0,1500.0,1525.0,1599.5,1600.0,1649.0,1600.0,1625.0,1662.5,1700.0,1650.0,1600.0,1595.0,1600.0,1562.5,1500.0,1550.0,1600.0,1600.0,1625.0,1700.0,1715.0,1699.0,1695.0,1725.0,1700.0,1612.5,1685.0,1695.0,1700.0,1735.0,1700.0,1675.0,1695.0,1700.0,1699.0,1725.0,1795.0,1745.0
1222,Durango,CO,Durango,La Plata County,1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.5,1700.0,1687.5,1750.0,1800.0,1625.0,1750.0,1750.0,1700.0,1725.0,1850.0,1850.0,1800.0,1775.0,1767.5,1700.0,1637.5,1650.0,1700.0,1650.0,1650.0,1700.0,1700.0,1850.0,1700.0,1700.0,1800.0,1800.0,1750.0,1800.0,1750.0,1750.0,1700.0
1223,Eagle,ID,Boise City,Ada County,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540.5,1595.0,1772.5,1795.0,1697.5,1695.0,1700.0,1750.0,1595.0,1695.0,1797.5,1950.0,1722.5,1750.0,1722.5,1772.5,1895.0,1872.5,1810.0,1850.0,1800.0,1750.0,1700.0,1737.5,1800.0,1950.0,1800.0,1895.0,1897.5,1950.0,1995.0,1975.0,1850.0,1885.0,1872.5,1825.0
1224,Butte,MT,Butte-Silver Bow,Silver Bow County,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0,925.0,850.0,800.0,850.0,825.0,787.5,800.0,900.0,800.0,850.0,750.0,825.0
1225,El Mirage,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,1226,,,,,,,,,,,,825.0,870.0,875.0,875.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,830.0,845.0,850.0,850.0,850.0,895.0,875.0,875.0,895.0,895.0,875.0,850.0,875.0,875.0,852.5,875.0,892.5,900.0,895.0,900.0,899.5,895.0,895.0,875.0,875.0,864.0,850.0,850.0,850.0,850.0,895.0,895.0,895.0,890.0,895.0,895.0,900.0,895.0,895.0,895.0,895.0,925.0,950.0,942.5,950.0,925.0,945.0,930.0,925.0,925.0,950.0,970.0,967.5,925.0,950.0,995.0,995.0,992.5,975.0,975.0,925.0,950.0,1019.0,1025.0,1050.0,1047.5,1095.0,1095.0,1100.0,1100.0,1095.0,1095.0,1095.0,1095.0,1095.0,1100.0,1100.0,1125.0,1157.5,1100.0,1195.0,1195.0,1175.0,1150.0,1150.0,1200.0,1250.0,1250.0,1246.0,1235.0,1250.0,1295.0,1342.5,1350.0,1390.0,1370.0,1350.0,1349.0
1226,Elk Grove Village,IL,Chicago-Naperville-Elgin,Cook County,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.0,1550.0,1572.5,1550.0,1465.0,1490.0,1500.0,1400.0,1550.0,1550.0,1490.0,1500.0,1500.0,1450.0,1525.0,1700.0,1675.0,1700.0,1500.0,1575.0,1587.5,1500.0,1550.0,1600.0,1650.0,1700.0,1675.0,1700.0,1650.0,1712.5,1795.0,1700.0,1695.0,1670.0,1600.0,1550.0
1227,Los Altos,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,5988.0,6600.0,6600.0,6500.0,6000.0,5995.0,6097.5,5800.0,6000.0,6000.0,5899.0,5999.0,5997.0,6472.5,6600.0,6500.0,6500.0,5997.0,6200.0,6350.0,6000.0,5890.0,5990.0,6300.0,6000.0,6450.0,5995.0,6397.5,6000.0,5950.0,5550.0,5787.5,5600.0
1228,Dunedin,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,1229,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1150.0,1000.0,1000.0,1000.0,1075.0,1200.0,1100.0,1100.0,1142.5,997.0,995.0,1100.0,1100.0,1200.0,1050.0,1000.0,1150.0,1250.0,1200.0,1200.0,1262.5,1300.0,1350.0,1350.0,1350.0,1285.0,1300.0,1275.0,1287.5,1374.5,1400.0,1399.0,1395.0,1312.5,1397.5,1294.0,1300.0,1322.5,1500.0,1397.5,1395.0,1400.0,1437.5,1450.0,1300.0,1450.0,1450.0,1400.0,1400.0,1475.0,1400.0,1400.0,1500.0,1450.0,1600.0,1500.0,1500.0,1400.0,1485.0,1500.0,1500.0,1500.0,1495.0,1550.0,1500.0,1500.0,1550.0,1500.0,1600.0,1600.0,1550.0,1425.0,1450.0,1530.0,1600.0,1645.0,1600.0,1650.0,1650.0,1600.0,1625.0,1600.0,1700.0,1750.0,1672.5,1625.0,1695.0,1600.0,1650.0,1795.0,1799.5,1670.0,1800.0
1229,Norristown,PA,Philadelphia-Camden-Wilmington,Montgomery County,1230,,,,,,,,,,,,,1250.0,1250.0,1250.0,1300.0,1395.0,1400.0,1400.0,1250.0,1250.0,1272.5,1250.0,1295.0,1200.0,1200.0,1200.0,1225.0,1300.0,1300.0,1250.0,1300.0,1300.0,1350.0,1337.5,1300.0,1285.0,1250.0,1250.0,1275.0,1300.0,1350.0,1300.0,1377.5,1300.0,1300.0,1300.0,1297.5,1300.0,1300.0,1300.0,1300.0,1350.0,1397.5,1395.0,1345.0,1347.5,1350.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1350.0,1372.5,1300.0,1400.0,1400.0,1395.0,1400.0,1350.0,1400.0,1395.0,1300.0,1325.0,1400.0,1350.0,1375.0,1400.0,1400.0,1400.0,1395.0,1350.0,1395.0,1400.0,1430.0,1350.0,1375.0,1450.0,1400.0,1400.0,1399.5,1395.0,1400.0,1450.0,1400.0,1437.5,1425.0,1485.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1450.0,1425.0,1400.0,1500.0,1500.0,1500.0,1500.0,1550.0,1500.0,1550.0,1500.0
1230,Franklin,IN,Indianapolis-Carmel-Anderson,Johnson County,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,1072.5,1122.5,1195.0,1195.0,1225.0,1250.0,1240.0,1210.0,1225.0,1195.0,1185.0,1175.0,1195.0,1245.0,1225.0,1245.0,1235.0,1250.0,1250.0,1235.0,1215.0,1217.5,1165.0,1127.5,1099.0,1125.0,1225.0,1297.0,1295.0,1297.0,1295.0,1235.0,1205.0,1250.0,1295.0,1250.0
1231,Gainesville,VA,Washington-Arlington-Alexandria,Prince William County,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,2000.0,2000.0,2000.0,2300.0,2025.0,2100.0,2095.0,2200.0,2100.0,2000.0,2000.0,2100.0,2200.0,2200.0,2247.5,2200.0,2295.0,2197.5,2115.0,2150.0,2197.5,2100.0,2400.0,2350.0,2300.0,2150.0,2175.0,2200.0,2250.0,2300.0,2325.0,2350.0,2200.0,2150.0,2100.0
1232,Sahuarita,AZ,Tucson,Pima County,1233,,,,,,,,,,,,,,1195.0,1200.0,1272.5,1200.0,1185.0,1150.0,1275.0,1200.0,1200.0,1200.0,1200.0,1197.5,1175.0,1250.0,1250.0,1250.0,1200.0,1137.5,1125.0,1150.0,1200.0,1175.0,1150.0,1150.0,1125.0,1100.0,1100.0,1100.0,1125.0,1125.0,1121.5,1100.0,1100.0,1100.0,1125.0,1150.0,1100.0,1100.0,1100.0,1125.0,1125.0,1120.0,1100.0,1100.0,1095.0,1075.0,1075.0,1075.0,1095.0,1100.0,1100.0,1100.0,1100.0,1100.0,1118.0,1125.0,1150.0,1100.0,1100.0,1100.0,1119.0,1125.0,1100.0,1150.0,1147.5,1150.0,1100.0,1129.0,1100.0,1150.0,1100.0,1162.5,1162.5,1150.0,1182.5,1195.0,1250.0,1200.0,1185.0,1150.0,1125.0,1140.0,1150.0,1195.0,1200.0,1237.5,1250.0,1250.0,1300.0,1350.0,1297.0,1295.0,1325.0,1300.0,1297.5,1350.0,1400.0,1300.0,1397.5,1400.0,1395.0,1372.5,1395.0,1395.0,1400.0,1400.0,1400.0
1233,Collinsville,IL,St. Louis,Madison County,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,899.5,925.0,912.5,800.0,897.5,862.5,890.0,797.5,900.0,950.0,810.0,887.5,887.5,795.0,850.0,922.5,900.0,900.0,949.5
1234,Plainfield,IN,Indianapolis-Carmel-Anderson,Hendricks County,1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447.5,1345.0,1262.5,1200.0,1295.0,1275.0,1334.5,1350.0,1435.0,1362.5,1325.0,1289.0,1299.5,1300.0,1395.0
1235,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.0,3900.0,4100.0,4100.0,4250.0,4100.0,4000.0,4190.0,3900.0,4050.0,4100.0,4250.0,4200.0,4175.0,4350.0,4375.0,4311.0,4495.0,4225.0,4100.0,4395.0,4247.5,4200.0,3992.5,4500.0,4350.0,4500.0,4500.0,4488.0,4270.0,4300.0,4125.0,4200.0,4250.0,4300.0,4500.0
1236,Ken Caryl,CO,Denver-Aurora-Lakewood,Jefferson County,1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490.0,1525.0,1499.0,1650.0,1572.5,1700.0,1625.0,1650.0,1700.0,1695.0,1695.0,1700.0,1610.0,1675.0,1840.0,1735.0,1697.5,1750.0,1725.0,1750.0,1850.0,1862.5,1795.0,1750.0,1725.0,1870.0,1875.0,1800.0,1865.0,1750.0,1787.5,1795.0,1800.0,1700.0,1725.0,1800.0
1237,Cottonwood Heights,UT,Salt Lake City,Salt Lake County,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.5,1650.0,1620.0,1850.0,1900.0,1800.0,1825.0,1850.0,1750.0,1750.0,1675.0,1685.0
1238,Carbondale,IL,Carbondale-Marion,Jackson County,1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,850.0,900.0,850.0,800.0,800.0,800.0,800.0,800.0,750.0,757.5,775.0,780.0,767.5,800.0,780.0,780.0,800.0,800.0,800.0,795.0,797.5,795.0,762.5,750.0,695.0
1239,Fairhope,AL,Daphne-Fairhope-Foley,Baldwin County,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,1440.0,1440.0,1575.0,1347.5,1500.0,1500.0,1600.0,1695.0,1625.0,1600.0,1500.0,1600.0,1475.0,1500.0,1500.0,1450.0,1500.0,1450.0,1600.0,1625.0,1675.0,1450.0,1470.0,1462.5,1500.0,1470.0,1450.0,1412.5,1500.0,1500.0,1500.0,1500.0,1500.0,1450.0,1600.0,1500.0,1490.0,1500.0,1550.0,1575.0,1550.0,1600.0,1600.0,1600.0,1537.5,1500.0,1500.0,1550.0,1600.0,1550.0,1525.0,1650.0,1537.5,1600.0,1612.5,1500.0,1600.0,1600.0,1500.0,1600.0,1650.0,1650.0
1240,Riviera Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,2500.0,2500.0,2300.0,2250.0,2300.0,2400.0,2275.0,2300.0,2300.0,2200.0,2270.0,2375.0,2200.0,2100.0,2350.0,2200.0,2200.0,2400.0,2450.0,2500.0,2500.0,2600.0,2800.0,2972.5,2500.0,2300.0
1241,Odenton,MD,Baltimore-Columbia-Towson,Anne Arundel County,1242,,,,,,,,,,,,,,,,,,,1895.0,1900.0,1800.0,1800.0,1850.0,1812.5,1795.0,1795.0,1800.0,1795.0,1875.0,1875.0,1850.0,1795.0,1837.5,1750.0,1800.0,1800.0,1825.0,1825.0,1775.0,1850.0,1850.0,1820.0,1795.0,1800.0,1800.0,1772.5,1775.0,1795.0,1800.0,1795.0,1800.0,1800.0,1925.0,1900.0,1900.0,1900.0,1895.0,1850.0,1850.0,1825.0,1822.5,1850.0,1850.0,1862.5,1895.0,1900.0,1950.0,1900.0,1925.0,1875.0,1850.0,1900.0,1900.0,1875.0,1895.0,1925.0,1922.5,1972.5,1900.0,1950.0,1872.5,1950.0,1950.0,1895.0,1900.0,1895.0,1895.0,1900.0,1997.5,1950.0,1950.0,1975.0,1950.0,1995.0,1950.0,1875.0,1875.0,1900.0,1950.0,2000.0,2075.0,2100.0,2000.0,2000.0,1900.0,1900.0,1950.0,1900.0,2000.0,1925.0,1950.0,1992.5,2000.0,2150.0,2097.5,2000.0,1997.5,1895.0,1950.0,1900.0
1242,Saint Charles,IL,Chicago-Naperville-Elgin,Kane County,1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.0,1750.0,1750.5,1800.0,1850.0,1837.5,1850.0,1800.0,1812.5,1800.0,1750.0,1825.0,1800.0,1800.0,1825.0,1850.0,1897.5,1937.5,1850.0,1800.0,1850.0,1850.0,1895.0,1900.0,1900.0,1850.0,1850.0,1850.0,1850.0,1862.5,1850.0,1850.0,1800.0,1785.0,1797.5,1830.0
1243,Eastpointe,MI,Detroit-Warren-Dearborn,Macomb County,1244,,,,,,,,,,,,,,850.0,850.0,850.0,850.0,850.0,875.0,862.5,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,877.5,895.0,875.0,850.0,850.0,875.0,875.0,850.0,895.0,897.0,897.5,899.5,875.0,875.0,850.0,875.0,899.5,900.0,897.0,895.0,900.0,900.0,900.0,900.0,900.0,900.0,897.5,900.0,900.0,887.5,875.0,900.0,900.0,900.0,900.0,900.0,925.0,950.0,950.0,950.0,950.0,950.0,925.0,900.0,950.0,950.0,950.0,950.0,975.0,1000.0,1000.0,1000.0,1000.0,950.0,975.0,975.0,975.0,950.0,950.0,975.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1244,Lauderdale Lakes,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,1400.0,1490.0,1400.0,1312.5,1250.0,1225.0,1200.0,1300.0,1275.0,1325.0,1225.0,1250.0,1100.0,1250.0,1200.0,1225.0,1250.0,1250.0,1250.0,1200.0,1200.0,1200.0,1250.0,1200.0,1200.0,1300.0,1250.0,1200.0,1225.0,1200.0,1175.0,1200.0,1200.0,1200.0,1295.0,1237.5,1262.5,1300.0,1325.0,1325.0,1300.0,1250.0,1250.0,1250.0,1200.0,1250.0,1312.5,1300.0,1250.0,1200.0,1200.0
1245,Pikesville,MD,Baltimore-Columbia-Towson,Baltimore County,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.0,1550.0,1700.0,1795.0,1750.0,1775.0,1800.0,1750.0,1775.0,1750.0,1600.0,1600.0,1750.0,1775.0,1800.0,1800.0,1800.0,1800.0,1800.0,1600.0,1600.0,1625.0,1600.0,1650.0,1675.0,1600.0,1600.0,1800.0,1799.0,1800.0,1875.0,1800.0,1712.0,1725.0
1246,Burlington Township,NJ,Philadelphia-Camden-Wilmington,Burlington County,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,1372.5,1500.0,1525.0,1430.0,1500.0,1495.0,1450.0,1350.0,1397.5,1395.0,1400.0,1425.0,1375.0,1400.0,1350.0,1325.0,1475.0,1412.5,1525.0,1525.0,1550.0,1487.5,1450.0,1450.0,1300.0,1387.5,1412.5,1500.0,1425.0,1374.0,1450.0,1525.0,1500.0,1500.0
1247,Irmo,SC,Columbia,Richland County,1248,,,,,,,,,,,,,,,,,,1175.0,1150.0,1200.0,1200.0,1165.0,1125.0,1162.5,1150.0,1050.0,1150.0,1100.0,1100.0,1195.0,1100.0,1150.0,1200.0,1200.0,1150.0,1200.0,1150.0,1175.0,1150.0,1100.0,1200.0,1225.0,1197.5,1150.0,1100.0,1200.0,1200.0,1197.5,1195.0,1100.0,1100.0,1100.0,1100.0,1162.5,1200.0,1200.0,1200.0,1150.0,1147.5,1150.0,1160.0,1150.0,1167.5,1200.0,1195.0,1200.0,1200.0,1132.5,1150.0,1150.0,1150.0,1150.0,1135.0,1150.0,1100.0,1137.5,1132.5,1150.0,1150.0,1162.5,1200.0,1137.5,1125.0,1175.0,1125.0,1125.0,1185.0,1180.0,1200.0,1212.5,1175.0,1167.0,1195.0,1210.0,1195.0,1150.0,1150.0,1185.0,1175.0,1175.0,1175.0,1195.0,1175.0,1195.0,1175.0,1175.0,1195.0,1200.0,1210.0,1250.0,1250.0,1250.0,1265.0,1275.0,1275.0,1275.0,1250.0,1215.0,1200.0,1200.0
1248,Farmers Branch,TX,Dallas-Fort Worth-Arlington,Dallas County,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,1750.0,1700.0,1700.0,1697.5,1700.0,1725.0,1862.5,1862.5,1800.0,1787.5,1695.0,1595.0,1800.0
1249,Dover,DE,Dover,Kent County,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,1200.0,1200.0,1150.0,1200.0,1200.0,1197.5,1172.5,1150.0,1150.0,1200.0,1225.0,1200.0,1200.0,1200.0,1200.0,1200.0,1150.0,1150.0,1150.0,1190.0,1197.5,1275.0,1250.0,1250.0,1250.0,1250.0,1150.0,1172.5,1200.0,1250.0,1200.0,1200.0,1250.0,1195.0,1200.0,1200.0,1197.5,1150.0,1250.0,1250.0,1300.0,1225.0,1250.0,1200.0,1212.5,1250.0,1300.0,1250.0,1250.0,1250.0,1250.0,1225.0,1250.0,1200.0,1200.0,1250.0,1250.0,1225.0,1250.0,1240.0,1200.0,1235.0,1200.0,1250.0,1250.0,1200.0,1250.0,1250.0,1300.0,1275.0,1200.0,1275.0,1300.0,1200.0,1200.0,1195.0,1150.0
1250,Elkridge,MD,Baltimore-Columbia-Towson,Howard County,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,2000.0,2037.5,2050.0,2099.0,2150.0,2100.0,2100.0,2100.0,2050.0,2100.0,2150.0,2100.0,2100.0,2000.0,2075.0,2150.0,2150.0,2100.0,2200.0,2172.5,2200.0,2100.0,2100.0,2100.0,2100.0,2125.0,2100.0,2200.0,2200.0,2200.0,2225.0,2100.0,2172.5,2200.0,2199.0
1251,Atlantic City,NJ,Atlantic City-Hammonton,Atlantic County,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,1200.0,1200.0,1150.0,1200.0,1212.5,1250.0,1300.0,1295.0,1250.0,1250.0,1250.0,1260.0,1250.0,1300.0,1300.0,1260.0,1250.0,1300.0,1297.5,1200.0,1212.5,1200.0,1200.0,1250.0,1299.0,1262.5,1300.0,1300.0,1347.5,1400.0,1425.0,1400.0,1400.0,1350.0,1350.0,1300.0,1350.0
1252,Sherwood,AR,Little Rock-North Little Rock-Conway,Pulaski County,1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,997.5,950.0,1000.0,1100.0,995.0,1000.0,1095.0,1000.0,1072.5,1100.0,1050.0,1100.0,1012.5,995.0,995.0,995.0,995.0,985.0,995.0,985.0,975.0,975.0,995.0,1000.0,1097.5,1095.0,1050.0,1050.0,1100.0,1100.0,1097.5,1037.5,1000.0,1050.0,1095.0,1072.5
